"","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"3.5",91,85,79,73,67,61,58,55,52,49,46,44,42,40,38,36,34.8,33.6,32.4,31.2,30,29.2,28.4,27.6,26.8,26,25.4,24.8,24.2,23.6,23,22.6,22.2,21.8,21.4,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.6,14.2,13.8,13.4,13
"3.6",91.6,85.56,79.52,73.48,67.44,61.4,58.36,55.32,52.28,49.24,46.2,44.24,42.28,40.32,38.36,36.4,35.16,33.92,32.68,31.44,30.2,29.4,28.6,27.8,27,26.2,25.56,24.92,24.28,23.64,23,22.6,22.2,21.8,21.4,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.6,14.2,13.8,13.4,13
"3.7",92.2,86.12,80.04,73.96,67.88,61.8,58.72,55.64,52.56,49.48,46.4,44.48,42.56,40.64,38.72,36.8,35.52,34.24,32.96,31.68,30.4,29.6,28.8,28,27.2,26.4,25.72,25.04,24.36,23.68,23,22.6,22.2,21.8,21.4,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.6,14.2,13.8,13.4,13
"3.8",92.8,86.68,80.56,74.44,68.32,62.2,59.08,55.96,52.84,49.72,46.6,44.72,42.84,40.96,39.08,37.2,35.88,34.56,33.24,31.92,30.6,29.8,29,28.2,27.4,26.6,25.88,25.16,24.44,23.72,23,22.6,22.2,21.8,21.4,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.6,14.2,13.8,13.4,13
"3.9",93.4,87.24,81.08,74.92,68.76,62.6,59.44,56.28,53.12,49.96,46.8,44.96,43.12,41.28,39.44,37.6,36.24,34.88,33.52,32.16,30.8,30,29.2,28.4,27.6,26.8,26.04,25.28,24.52,23.76,23,22.6,22.2,21.8,21.4,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.6,14.2,13.8,13.4,13
"4",94,87.8,81.6,75.4,69.2,63,59.8,56.6,53.4,50.2,47,45.2,43.4,41.6,39.8,38,36.6,35.2,33.8,32.4,31,30.2,29.4,28.6,27.8,27,26.2,25.4,24.6,23.8,23,22.6,22.2,21.8,21.4,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.6,14.2,13.8,13.4,13
"4.1",94.5,88.26,82.02,75.78,69.54,63.3,60.08,56.86,53.64,50.42,47.2,45.4,43.6,41.8,40,38.2,36.8,35.4,34,32.6,31.2,30.38,29.56,28.74,27.92,27.1,26.32,25.54,24.76,23.98,23.2,22.78,22.36,21.94,21.52,21.1,20.5,19.9,19.3,18.7,18.1,17.5,16.9,16.3,15.7,15.1,14.68,14.26,13.84,13.42,13
"4.2",95,88.72,82.44,76.16,69.88,63.6,60.36,57.12,53.88,50.64,47.4,45.6,43.8,42,40.2,38.4,37,35.6,34.2,32.8,31.4,30.56,29.72,28.88,28.04,27.2,26.44,25.68,24.92,24.16,23.4,22.96,22.52,22.08,21.64,21.2,20.6,20,19.4,18.8,18.2,17.6,17,16.4,15.8,15.2,14.76,14.32,13.88,13.44,13
"4.3",95.5,89.18,82.86,76.54,70.22,63.9,60.64,57.38,54.12,50.86,47.6,45.8,44,42.2,40.4,38.6,37.2,35.8,34.4,33,31.6,30.74,29.88,29.02,28.16,27.3,26.56,25.82,25.08,24.34,23.6,23.14,22.68,22.22,21.76,21.3,20.7,20.1,19.5,18.9,18.3,17.7,17.1,16.5,15.9,15.3,14.84,14.38,13.92,13.46,13
"4.4",96,89.64,83.28,76.92,70.56,64.2,60.92,57.64,54.36,51.08,47.8,46,44.2,42.4,40.6,38.8,37.4,36,34.6,33.2,31.8,30.92,30.04,29.16,28.28,27.4,26.68,25.96,25.24,24.52,23.8,23.32,22.84,22.36,21.88,21.4,20.8,20.2,19.6,19,18.4,17.8,17.2,16.6,16,15.4,14.92,14.44,13.96,13.48,13
"4.5",96.5,90.1,83.7,77.3,70.9,64.5,61.2,57.9,54.6,51.3,48,46.2,44.4,42.6,40.8,39,37.6,36.2,34.8,33.4,32,31.1,30.2,29.3,28.4,27.5,26.8,26.1,25.4,24.7,24,23.5,23,22.5,22,21.5,20.9,20.3,19.7,19.1,18.5,17.9,17.3,16.7,16.1,15.5,15,14.5,14,13.5,13
"4.6",97,90.56,84.12,77.68,71.24,64.8,61.48,58.16,54.84,51.52,48.2,46.4,44.6,42.8,41,39.2,37.8,36.4,35,33.6,32.2,31.28,30.36,29.44,28.52,27.6,26.92,26.24,25.56,24.88,24.2,23.68,23.16,22.64,22.12,21.6,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15.08,14.56,14.04,13.52,13
"4.7",97.5,91.02,84.54,78.06,71.58,65.1,61.76,58.42,55.08,51.74,48.4,46.6,44.8,43,41.2,39.4,38,36.6,35.2,33.8,32.4,31.46,30.52,29.58,28.64,27.7,27.04,26.38,25.72,25.06,24.4,23.86,23.32,22.78,22.24,21.7,21.1,20.5,19.9,19.3,18.7,18.1,17.5,16.9,16.3,15.7,15.16,14.62,14.08,13.54,13
"4.8",98,91.48,84.96,78.44,71.92,65.4,62.04,58.68,55.32,51.96,48.6,46.8,45,43.2,41.4,39.6,38.2,36.8,35.4,34,32.6,31.64,30.68,29.72,28.76,27.8,27.16,26.52,25.88,25.24,24.6,24.04,23.48,22.92,22.36,21.8,21.2,20.6,20,19.4,18.8,18.2,17.6,17,16.4,15.8,15.24,14.68,14.12,13.56,13
"4.9",98.5,91.94,85.38,78.82,72.26,65.7,62.32,58.94,55.56,52.18,48.8,47,45.2,43.4,41.6,39.8,38.4,37,35.6,34.2,32.8,31.82,30.84,29.86,28.88,27.9,27.28,26.66,26.04,25.42,24.8,24.22,23.64,23.06,22.48,21.9,21.3,20.7,20.1,19.5,18.9,18.3,17.7,17.1,16.5,15.9,15.32,14.74,14.16,13.58,13
"5",99,92.4,85.8,79.2,72.6,66,62.6,59.2,55.8,52.4,49,47.2,45.4,43.6,41.8,40,38.6,37.2,35.8,34.4,33,32,31,30,29,28,27.4,26.8,26.2,25.6,25,24.4,23.8,23.2,22.6,22,21.4,20.8,20.2,19.6,19,18.4,17.8,17.2,16.6,16,15.4,14.8,14.2,13.6,13
"5.1",99.4,92.76,86.12,79.48,72.84,66.2,62.8,59.4,56,52.6,49.2,47.38,45.56,43.74,41.92,40.1,38.7,37.3,35.9,34.5,33.1,32.1,31.1,30.1,29.1,28.1,27.5,26.9,26.3,25.7,25.1,24.5,23.9,23.3,22.7,22.1,21.5,20.9,20.3,19.7,19.1,18.5,17.9,17.3,16.7,16.1,15.5,14.9,14.3,13.7,13.1
"5.2",99.8,93.12,86.44,79.76,73.08,66.4,63,59.6,56.2,52.8,49.4,47.56,45.72,43.88,42.04,40.2,38.8,37.4,36,34.6,33.2,32.2,31.2,30.2,29.2,28.2,27.6,27,26.4,25.8,25.2,24.6,24,23.4,22.8,22.2,21.6,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.4,13.8,13.2
"5.3",100.2,93.48,86.76,80.04,73.32,66.6,63.2,59.8,56.4,53,49.6,47.74,45.88,44.02,42.16,40.3,38.9,37.5,36.1,34.7,33.3,32.3,31.3,30.3,29.3,28.3,27.7,27.1,26.5,25.9,25.3,24.7,24.1,23.5,22.9,22.3,21.7,21.1,20.5,19.9,19.3,18.7,18.1,17.5,16.9,16.3,15.7,15.1,14.5,13.9,13.3
"5.4",100.6,93.84,87.08,80.32,73.56,66.8,63.4,60,56.6,53.2,49.8,47.92,46.04,44.16,42.28,40.4,39,37.6,36.2,34.8,33.4,32.4,31.4,30.4,29.4,28.4,27.8,27.2,26.6,26,25.4,24.8,24.2,23.6,23,22.4,21.8,21.2,20.6,20,19.4,18.8,18.2,17.6,17,16.4,15.8,15.2,14.6,14,13.4
"5.5",101,94.2,87.4,80.6,73.8,67,63.6,60.2,56.8,53.4,50,48.1,46.2,44.3,42.4,40.5,39.1,37.7,36.3,34.9,33.5,32.5,31.5,30.5,29.5,28.5,27.9,27.3,26.7,26.1,25.5,24.9,24.3,23.7,23.1,22.5,21.9,21.3,20.7,20.1,19.5,18.9,18.3,17.7,17.1,16.5,15.9,15.3,14.7,14.1,13.5
"5.6",101.4,94.56,87.72,80.88,74.04,67.2,63.8,60.4,57,53.6,50.2,48.28,46.36,44.44,42.52,40.6,39.2,37.8,36.4,35,33.6,32.6,31.6,30.6,29.6,28.6,28,27.4,26.8,26.2,25.6,25,24.4,23.8,23.2,22.6,22,21.4,20.8,20.2,19.6,19,18.4,17.8,17.2,16.6,16,15.4,14.8,14.2,13.6
"5.7",101.8,94.92,88.04,81.16,74.28,67.4,64,60.6,57.2,53.8,50.4,48.46,46.52,44.58,42.64,40.7,39.3,37.9,36.5,35.1,33.7,32.7,31.7,30.7,29.7,28.7,28.1,27.5,26.9,26.3,25.7,25.1,24.5,23.9,23.3,22.7,22.1,21.5,20.9,20.3,19.7,19.1,18.5,17.9,17.3,16.7,16.1,15.5,14.9,14.3,13.7
"5.8",102.2,95.28,88.36,81.44,74.52,67.6,64.2,60.8,57.4,54,50.6,48.64,46.68,44.72,42.76,40.8,39.4,38,36.6,35.2,33.8,32.8,31.8,30.8,29.8,28.8,28.2,27.6,27,26.4,25.8,25.2,24.6,24,23.4,22.8,22.2,21.6,21,20.4,19.8,19.2,18.6,18,17.4,16.8,16.2,15.6,15,14.4,13.8
"5.9",102.6,95.64,88.68,81.72,74.76,67.8,64.4,61,57.6,54.2,50.8,48.82,46.84,44.86,42.88,40.9,39.5,38.1,36.7,35.3,33.9,32.9,31.9,30.9,29.9,28.9,28.3,27.7,27.1,26.5,25.9,25.3,24.7,24.1,23.5,22.9,22.3,21.7,21.1,20.5,19.9,19.3,18.7,18.1,17.5,16.9,16.3,15.7,15.1,14.5,13.9
"6",103,96,89,82,75,68,64.6,61.2,57.8,54.4,51,49,47,45,43,41,39.6,38.2,36.8,35.4,34,33,32,31,30,29,28.4,27.8,27.2,26.6,26,25.4,24.8,24.2,23.6,23,22.4,21.8,21.2,20.6,20,19.4,18.8,18.2,17.6,17,16.4,15.8,15.2,14.6,14
